date,mlsno,address,city,state,zipcode,price,beds,baths,sqft,latitude,longitude,pricepersqft,Property Type,Time on Redfin,HOA Dues,Year Built,Lot Size,Status,Community,lastselldate,lastprice,askingyoy,rent_real,rent,mortgage,pmi,hoa,prop_tax,prop_mgmnt,repairs,vacancy,capex,noi_monthly,NOI,DownPayment,ROI,caprate,zestimate,gestimate_5yr_yoy,gestimate_all_yoy,gestimate_sqft,gestimatecaprate,agentname,agentphone,url_mls,url_zillow,url_redfin
2021-04-14 11:27:59.807761,6217732,5122 N 31st Way 237 Phoenix AZ 85016,Phoenix,AZ,85016,375000,2,2,1319,33.512791,-112.01542,284.31,Townhouse,0,432,0,0,Active,0,0,0,0,0,1400,1502,160.31,432,212.5,140,28,70,70,-1144.81,-13737.72,187.5,-7326.78,-3.66,0,0,0,263800,79000,Michael Braden,,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210406164448785316000000,https://www.zillow.com/homedetails/5122-N-31st-Way-UNIT-237-Phoenix-AZ-85016/7810507_zpid/,
2021-04-14 11:28:00.864540,6177596,4808 N 24th Street 525 Phoenix AZ 85016,Phoenix,AZ,85016,385000,2,2,1348,33.512386,-112.015589,285.61,Townhouse,0,630,0,0,Active,0,0,0,0,0,1400,1542,164.59,630,218.17,140,28,70,70,-1392.76,-16713.12,192.5,-8682.14,-4.34,0,0,0,269600,58000,Steven Stein,623-204-2821,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210106194401200782000000,https://www.zillow.com/homedetails/4808-N-24th-St-UNIT-525-Phoenix-AZ-85016/67790395_zpid/,
2021-04-14 11:28:02.029709,6164095,231 N ROBSON Street 17 Mesa AZ 85201,Mesa,AZ,85201,200000,2,1,1008,33.4204483032227,-111.836326599121,198.41,Townhouse,0,0,0,0,Active,0,0,0,0,0,1400,801,85.5,0,113.33,140,28,70,70,162.17,1946.04,100,1946.04,0.97,191715,0,0,201600,126000,,,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20201123203952454974000000,https://www.zillow.com/homedetails/231-N-Robson-APT-17-Mesa-AZ-85201/7625845_zpid/,
2021-04-14 11:28:05.995830,6211420,155 E JASMINE Street Mesa AZ 85201,Mesa,AZ,85201,350000,3,2,1653,33.4493255615234,-111.827224731445,211.74,Townhouse,0,0,0,0,Active,0,2018-09-04,237900,14.82,0,1800,1402,149.62,0,198.33,180,36,90,90,-255.95,-3071.4,175,-1755.09,-0.88,0,316597,270224,330600,162000,Carsen Field,480-809-7752,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210322235503866236000000,https://www.zillow.com/homedetails/155-E-Jasmine-St-Mesa-AZ-85201/7615337_zpid/,
2021-04-14 11:28:08.953286,6220026,1931 W PECOS Avenue Mesa AZ 85202,Mesa,AZ,85202,370000,3,1.75,1694,33.3600311279297,-111.875427246094,218.42,Townhouse,0,0,0,0,Active,0,0,0,0,0,1800,1482,158.17,0,209.67,180,36,90,90,-355.84,-4270.08,185,-2308.15,-1.15,0,0,0,338800,162000,Gary Weller,480-345-2422,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210410202137074583000000,https://www.zillow.com/homedetails/1931-W-Pecos-Ave-Mesa-AZ-85202/8191388_zpid/,
2021-04-14 11:28:10.332403,6218279,1411 W IMPALA Avenue Mesa AZ 85202,Mesa,AZ,85202,399900,3,2,1615,33.382889,-111.863933,247.62,Townhouse,0,0,0,0,Active,0,0,0,0,0,1800,1602,170.96,0,226.61,180,36,90,90,-505.57,-6066.84,199.95,-3034.18,-1.52,0,0,0,323000,162900,Dawn Bernhardt,480-980-0866,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210327231326207941000000,https://www.zillow.com/homedetails/1411-W-Impala-Ave-Mesa-AZ-85202/8250895_zpid/,
2021-04-14 11:28:11.412549,6203730,1224 E EVERGREEN Street 143 Mesa AZ 85203,Mesa,AZ,85203,160000,2,2,897,33.4321098327637,-111.804290771484,178.37,Townhouse,0,145,0,0,Active,0,2005-06-21,105900,2.61,0,1400,641,68.4,145,90.67,140,28,70,70,216.93,2603.16,80,3253.95,1.63,0,380141,209735,179400,110000,Cynthia Stevens,480-329-4130,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210306221644900045000000,https://www.zillow.com/homedetails/1224-E-Evergreen-St-APT-143-Mesa-AZ-85203/7619497_zpid/,
2021-04-14 11:28:12.539615,6217599,520 N STAPLEY Drive 254 Mesa AZ 85203,Mesa,AZ,85203,180000,2,2,879,33.4243087768555,-111.805770874023,204.78,Townhouse,0,196,0,0,Active,0,2006-01-12,89500,4.58,0,1400,721,76.95,196,102,140,28,70,70,66.05,792.6,90,880.67,0.44,0,307019,173006,175800,105000,Brandon Boxrud,480-209-0965,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210406223844526625000000,https://www.zillow.com/homedetails/520-N-Stapley-Dr-UNIT-254-Mesa-AZ-85203/7619731_zpid/,
2021-04-14 11:28:13.568449,6213490,1927 E HAMPTON Avenue 115 Mesa AZ 85204,Mesa,AZ,85204,184900,2,2,988,33.3897132873535,-111.789962768555,187.15,Townhouse,0,186,0,0,Active,0,2015-07-06,73000,11.89,0,1400,741,79.04,186,104.78,140,28,70,70,51.18,614.16,92.45,664.32,0.33,170169,123861,94162,197600,105900,Premier Broker Flex Atlanta Ga,,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210319002458932602000000,https://www.zillow.com/homedetails/1927-E-Hampton-Ave-UNIT-115-Mesa-AZ-85204/7628135_zpid/,
2021-04-14 11:28:14.542393,6220431,915 S ASHLAND Mesa AZ 85204,Mesa,AZ,85204,315000,3,3,1772,33.3983650207519,-111.816566467285,177.77,Townhouse,0,0,0,0,Active,0,0,0,0,0,1800,1262,134.66,0,178.5,180,36,90,90,-81.16,-973.92,157.5,-618.36,-0.31,292885,0,0,354400,162000,Premier Broker Flex Atlanta Ga,,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210412134154067347000000,https://www.zillow.com/homedetails/915-S-Ashland-Mesa-AZ-85204/7631066_zpid/,
2021-04-14 11:28:15.537175,6220407,2110 E FARMDALE Avenue Mesa AZ 85204,Mesa,AZ,85204,349900,2,2,1339,33.397274017334,-111.785621643066,261.31,Townhouse,0,87,0,0,Active,0,2021-03-11,311000,134.68,0,1400,1401,149.58,87,198.28,140,28,70,70,-673.86,-8086.32,174.95,-4622.07,-2.31,0,313507,312205,267800,116900,Derek Dickson,480-470-2210,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210410140429072012000000,https://www.zillow.com/homedetails/2110-E-Farmdale-Ave-Mesa-AZ-85204/7647646_zpid/,
2021-04-14 11:28:16.976509,6214485,2458 E ALPINE Avenue Mesa AZ 85204,Mesa,AZ,85204,358000,3,1.75,1508,33.405645,-111.784258,237.4,Townhouse,0,0,0,0,Active,0,0,0,0,0,1800,1434,153.04,0,202.87,180,36,90,90,-295.91,-3550.92,179,-1983.75,-0.99,0,0,0,301600,162000,Sergio Galindo,480-529-4411,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210330221842418778000000,https://www.zillow.com/homedetails/2458-E-Alpine-Ave-Mesa-AZ-85204/7641025_zpid/,
2021-04-14 11:28:18.473700,6220314,1854 S ROSE Circle Mesa AZ 85204,Mesa,AZ,85204,400000,3,2,1348,33.380558,-111.783188,296.74,Townhouse,0,0,0,0,Active,0,0,0,0,0,1800,1602,171,0,226.67,180,36,90,90,-505.67,-6068.04,200,-3034.02,-1.52,0,0,0,269600,162000,Jacqueline Moore,480-351-6622,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210412132156435730000000,https://www.zillow.com/homedetails/1854-S-Rose-Cir-Mesa-AZ-85204/7652790_zpid/,
2021-04-14 11:28:22.576674,6218577,1671 W ORCHID Lane Chandler AZ 85224,Chandler,AZ,85224,375000,3,2,1587,33.323304,-111.866481,236.29,Townhouse,0,0,0,0,Active,0,0,0,0,0,1800,1502,160.31,0,212.5,180,36,90,90,-380.81,-4569.72,187.5,-2437.18,-1.22,0,0,0,317400,162000,Lori Gelder,480-444-8545,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210330180135397387000000,https://www.zillow.com/homedetails/1671-W-Orchid-Ln-Chandler-AZ-85224/8203242_zpid/,
2021-04-14 11:28:23.912691,6219692,2722 W BROOKS Street Chandler AZ 85224,Chandler,AZ,85224,425000,3,2.5,1620,33.3345527648926,-111.888969421387,262.35,Townhouse,0,0,0,0,Active,0,2021-01-13,270000,186.53,0,1800,1702,181.69,0,240.83,180,36,90,90,-630.52,-7566.24,212.5,-3560.58,-1.78,0,274949,272806,324000,162000,Elmon Krupnik,602-737-3375,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210329225645974416000000,https://www.zillow.com/homedetails/2722-W-Brooks-St-Chandler-AZ-85224/8193247_zpid/,
2021-04-14 11:28:29.263875,6219194,708 S BECK Avenue Tempe AZ 85281,Tempe,AZ,85281,400000,2,2,1218,33.4235801696777,-111.957084655762,328.41,Townhouse,0,190,0,0,Active,0,2013-07-02,229900,7.12,0,1400,1602,171,190,226.67,140,28,70,70,-1027.67,-12332.04,200,-6166.02,-3.08,0,434870,343788,243600,105000,Debra Lee,602-697-9012,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210409001119054924000000,https://www.zillow.com/homedetails/708-S-Beck-Ave-Tempe-AZ-85281/88784827_zpid/,
2021-04-14 11:28:35.459219,6203882,154 W 5TH Street 220 Tempe AZ 85281,Tempe,AZ,85281,430000,3,2,1273,33.420876,-111.946621,337.78,Townhouse,0,264,0,0,Active,0,0,0,0,0,1800,1722,183.82,264,243.67,180,36,90,90,-919.49,-11033.88,215,-5132.04,-2.57,0,0,0,254600,134000,Nick Bastian,602-803-6425,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210306204557488079000000,https://www.zillow.com/homedetails/154-W-5th-St-UNIT-220-Tempe-AZ-85281/2126883128_zpid/,
2021-04-14 11:28:37.527396,6215564,250 W JUNIPER Avenue 43 Gilbert AZ 85233,Gilbert,AZ,85233,409999,3,2.5,1730,33.3603363037109,-111.795585632324,236.99,Townhouse,0,115,0,0,Active,0,2008-09-11,215000,5.13,0,1800,1642,175.27,115,232.33,180,36,90,90,-670.6,-8047.2,205,-3925.46,-1.96,0,521659,353092,346000,149999,Colleen Kernaghan,602-571-1064,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210401224419381189000000,https://www.zillow.com/homedetails/250-W-Juniper-Ave-UNIT-43-Gilbert-AZ-85233/8174140_zpid/,
2021-04-14 11:28:40.686395,6205198,6945 E COCHISE Road 132 Paradise Valley AZ 85253,Valley,AZ,85253,399900,2,2.5,1499,33.579311,-111.930131,266.78,Townhouse,0,230,0,0,Active,0,0,0,0,0,1400,1602,170.96,230,226.61,140,28,70,70,-1067.57,-12810.84,199.95,-6407.02,-3.2,0,0,0,299800,100900,Freddie Nowlin,480-326-6200,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210306221657288242000000,https://www.zillow.com/homedetails/6945-E-Cochise-Rd-UNIT-132-Paradise-Valley-AZ-85253/7866380_zpid/,
2021-04-14 11:28:41.856012,6200930,4808 N 24TH Street 224 Phoenix AZ 85016,,,0,409900,2,2,1528,0,0,268.26,Townhouse,0,0,0,0,Active,0,0,0,0,0,1400,1642,175.23,0,232.28,140,28,70,70,-887.51,-10650.12,204.95,-5196.45,-2.6,0,0,0,305600,125900,,,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210227221620787680000000,,
2021-04-14 11:28:42.844216,6215356,743 W OXFORD Lane Gilbert AZ 85233,Gilbert,AZ,85233,399000,3,2,1562,33.342458,-111.814294,255.44,Townhouse,0,45,0,0,Active,0,0,0,0,0,1800,1598,170.57,45,226.1,180,36,90,90,-545.67,-6548.04,199.5,-3282.23,-1.64,0,0,0,312400,157000,Rick Metcalfe,602-359-6626,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210317201934542340000000,743 W OXFORD Lane Gilbert AZ 85233,
2021-04-14 11:28:44.740341,6215506,64 N 63RD Street 52 Mesa AZ 85205,Mesa,AZ,85205,260000,2,2,1123,33.42975,-111.687841,231.52,Townhouse,0,113,0,0,Active,0,2019-05-20,195000,15.16,0,1400,1041,111.15,113,147.33,140,28,70,70,-250.48,-3005.76,130,-2312.12,-1.16,0,227759,210785,224600,114000,Rob Hale,480-430-2166,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210401222256617345000000,64 N 63RD Street 52 Mesa AZ 85205,
2021-04-14 11:28:46.360663,6215475,1562 E DIVOT Drive Tempe AZ 85283,Tempe,AZ,85283,445000,3,2,1560,33.357856,-111.922287,285.26,Townhouse,0,0,0,0,Active,0,1999-08-26,125000,5.87,0,1800,1782,190.24,0,252.17,180,36,90,90,-730.41,-8764.92,222.5,-3939.29,-1.97,0,655932,339011,312000,162000,Adam Botticello,480-588-5333,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210401184258558611000000,1562 E DIVOT Drive Tempe AZ 85283,
2021-04-14 11:28:48.351977,6219416,928 E HOPE Street Mesa AZ 85203,Mesa,AZ,85203,359888,3,2,1417,33.443343,-111.805617,253.98,Townhouse,0,0,0,0,Active,0,2010-12-19,108900,11.58,0,1800,1441,153.85,0,203.94,180,36,90,90,-304.79,-3657.48,179.94,-2032.61,-1.02,0,250695,170077,283400,162888,Souren Hatsakorzian,602-909-8400,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210409184311886347000000,928 E HOPE Street Mesa AZ 85203,
2021-04-14 11:28:49.497697,6186850,514 E WATSON Drive Tempe AZ 85283,Tempe,AZ,85283,429000,4,2,1591,33.357856,-111.922287,269.64,Townhouse,0,0,0,0,Active,0,0,0,0,0,2200,1718,183.4,0,243.1,220,44,110,110,-318.5,-3822,214.5,-1781.82,-0.89,0,0,0,318200,199000,Carol A. Royse,480-797-2724,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210128201014187859000000,514 E WATSON Drive Tempe AZ 85283,
2021-04-14 11:28:50.660628,6217482,1066 W CHICAGO Court Chandler AZ 85224,Chandler,AZ,85224,425000,3,2,1675,33.307133,-111.871718,253.73,Townhouse,0,55,0,0,Active,0,0,0,0,0,1800,1702,181.69,55,240.83,180,36,90,90,-685.52,-8226.24,212.5,-3871.17,-1.94,0,0,0,335000,156000,Ann Billings,480-227-7066,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210405212921783629000000,1066 W CHICAGO Court Chandler AZ 85224,
2021-04-14 11:28:51.594804,6205263,1061 S REVERE Mesa AZ 85210,Mesa,AZ,85210,376000,4,2,1481,33.389801,-111.837637,253.88,Townhouse,0,0,0,0,Active,0,0,0,0,0,2200,1506,160.74,0,213.07,220,44,110,110,-53.81,-645.72,188,-343.47,-0.17,0,0,0,296200,199000,Jacqueline Moore,480-351-6622,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210310154512357456000000,1061 S REVERE Mesa AZ 85210,
2021-04-14 11:28:52.609759,6210947,2070 E MINTON Drive Tempe AZ 85282,Tempe,AZ,85282,449900,3,2,1599,33.407131,-111.912646,281.36,Townhouse,0,0,0,0,Active,0,2021-03-03,429800,41.73,0,1800,1802,192.33,0,254.94,180,36,90,90,-755.27,-9063.24,224.95,-4029,-2.01,465778,433432,432185,319800,162900,Yvonne Bondanza-Whittaker,,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210322194621668282000000,2070 E MINTON Drive Tempe AZ 85282,
2021-04-14 11:28:53.628611,6213022,653 E KRAMER Street Mesa AZ 85203,Mesa,AZ,85203,374950,4,2,1934,33.443343,-111.805617,193.87,Townhouse,0,0,0,0,Active,0,0,0,0,0,2200,1502,160.29,0,212.47,220,44,110,110,-48.76,-585.12,187.48,-312.1,-0.16,0,0,0,386800,198950,Nicholas Levy,480-236-4550,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210322180530330036000000,653 E KRAMER Street Mesa AZ 85203,
2021-04-14 11:28:54.620670,6218701,393 W AMOROSO Drive Gilbert AZ 85233,Gilbert,AZ,85233,420000,3,2,1851,33.342458,-111.814294,226.9,Townhouse,0,71,0,0,Active,0,0,0,0,0,1800,1682,179.55,71,238,180,36,90,90,-676.55,-8118.6,210,-3866,-1.93,0,0,0,370200,155000,Karyna Valdez Johnson,602-446-4881,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210329211658982682000000,393 W AMOROSO Drive Gilbert AZ 85233,
2021-04-14 11:28:55.647914,6180114,657 N LINDEN Circle Mesa AZ 85203,Mesa,AZ,85203,400000,4,3,2250,33.443343,-111.805617,177.78,Townhouse,0,0,0,0,Active,0,0,0,0,0,2200,1602,171,0,226.67,220,44,110,110,-173.67,-2084.04,200,-1042.02,-0.52,0,0,0,450000,199000,Mark Organek,602-790-0607,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210112210107926370000000,657 N LINDEN Circle Mesa AZ 85203,
2021-04-14 11:28:57.882,6219313,2118 E FREMONT Drive Tempe AZ 85282,Tempe,AZ,85282,445000,3,2,1506,33.407131,-111.912646,295.48,Townhouse,0,0,0,0,Active,0,0,0,0,0,1800,1782,190.24,0,252.17,180,36,90,90,-730.41,-8764.92,222.5,-3939.29,-1.97,0,0,0,301200,162000,Laurel Puszert,480-239-6322,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210409165131426242000000,2118 E FREMONT Drive Tempe AZ 85282,
2021-04-14 11:28:59.748044,6180445,556 S UDALL Mesa AZ 85204,Mesa,AZ,85204,324900,4,2,1560,33.398364,-111.81657,208.27,Townhouse,0,0,0,0,Active,0,2000-06-25,96900,5.81,0,2200,1301,138.89,0,184.11,220,44,110,110,202,2424,162.45,1492.15,0.75,0,651791,242594,312000,198900,Tyler Blair,480-291-4478,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210113193855881812000000,556 S UDALL Mesa AZ 85204,
2021-04-14 11:29:00.729917,6220636,310 W EARLL Drive 205 Phoenix AZ 85013,Phoenix,AZ,85013,174900,2,1,650,33.484392,-112.079627,269.08,Townhouse,0,0,0,0,Active,0,0,0,0,0,1400,701,74.77,0,99.11,140,28,70,70,287.12,3445.44,87.45,3939.9,1.97,171048,0,0,130000,125900,Premier Broker Flex Atlanta Ga,,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210409205023787700000000,310 W EARLL Drive 205 Phoenix AZ 85013,
2021-04-14 11:29:02.762978,6220141,418 S SEAWYNDS Boulevard Gilbert AZ 85233,Gilbert,AZ,85233,330000,2,2.5,1168,33.342458,-111.814294,282.53,Townhouse,0,153,0,0,Active,0,2021-02-24,249990,216.28,0,1400,1322,141.07,153,187,140,28,70,70,-641.07,-7692.84,165,-4662.33,-2.33,0,252266,251261,233600,109000,Jacqueline Moore,480-351-6622,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210410183537472560000000,418 S SEAWYNDS Boulevard Gilbert AZ 85233,
2021-04-14 11:29:03.823264,6219384,3135 S Davis Circle Mesa AZ 85210,Mesa,AZ,85210,399000,4,2,2197,33.362996,-111.846865,181.61,Townhouse,0,0,0,0,Active,0,0,0,0,0,2200,1598,170.57,0,226.1,220,44,110,110,-168.67,-2024.04,199.5,-1014.56,-0.51,0,0,0,439400,199000,Chris Lundberg,602-614-3077,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210326141237860291000000,3135 S Davis Circle Mesa AZ 85210,
2021-04-14 11:29:06.644312,6213972,6240 N 16TH Street 40 Phoenix AZ 85016,Phoenix,AZ,85016,215000,2,2,1191,33.529438,-112.054602,180.52,Townhouse,0,545,0,0,Active,0,2020-12-14,142000,127.45,0,1400,861,91.91,545,121.83,140,28,70,70,-457.74,-5492.88,107.5,-5109.66,-2.55,0,145301,144357,238200,67000,Benjamin Taylor,480-254-9120,https://my.flexmls.com/douglas_fuller/search/contacts/20200131203056519997000000/newsfeeds/listings/20210330011635090984000000,https://www.zillow.com/homedetails/6240-N-16th-St-40-Phoenix-AZ-85016/2076990300_zpid/,
